SalesOrderLine,SalesOrder,DateKey,CustomerKey,ProductKey,TerritoryKey,Channel,OrderQuantity,UnitPrice,SalesAmount,ProductCost,Profit,DiscountPct
SO61057 - 1,SO61057,20191129,28260,528,Canada|Canada|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61057 - 2,SO61057,20191129,28260,480,Canada|Canada|North America,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61058 - 1,SO61058,20191129,24816,477,Canada|Canada|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61059 - 1,SO61059,20191129,13924,485,Southwest|United States|North America,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO61059 - 2,SO61059,20191129,13924,484,Southwest|United States|North America,Internet,1,7.95,7.95,2.97,4.98,0.0000
SO61060 - 1,SO61060,20191129,18573,485,Canada|Canada|North America,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO61060 - 2,SO61060,20191129,18573,467,Canada|Canada|North America,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO61061 - 1,SO61061,20191129,15612,528,United Kingdom|United Kingdom|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61061 - 2,SO61061,20191129,15612,537,United Kingdom|United Kingdom|Europe,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO61061 - 3,SO61061,20191129,15612,222,United Kingdom|United Kingdom|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61062 - 1,SO61062,20191129,12739,537,United Kingdom|United Kingdom|Europe,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO61063 - 1,SO61063,20191129,21128,477,Germany|Germany|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61064 - 1,SO61064,20191129,21864,529,United Kingdom|United Kingdom|Europe,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO61064 - 2,SO61064,20191129,21864,539,United Kingdom|United Kingdom|Europe,Internet,1,24.99,24.99,9.35,15.64,0.0000
SO61065 - 1,SO61065,20191129,19498,539,United Kingdom|United Kingdom|Europe,Internet,1,24.99,24.99,9.35,15.64,0.0000
SO61065 - 2,SO61065,20191129,19498,529,United Kingdom|United Kingdom|Europe,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO61065 - 3,SO61065,20191129,19498,480,United Kingdom|United Kingdom|Europe,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61066 - 1,SO61066,20191129,27842,538,United Kingdom|United Kingdom|Europe,Internet,1,21.49,21.49,8.04,13.45,0.0000
SO61066 - 2,SO61066,20191129,27842,480,United Kingdom|United Kingdom|Europe,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61067 - 1,SO61067,20191129,20924,536,Germany|Germany|Europe,Internet,1,29.99,29.99,11.22,18.77,0.0000
SO61067 - 2,SO61067,20191129,20924,528,Germany|Germany|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61067 - 3,SO61067,20191129,20924,222,Germany|Germany|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61068 - 1,SO61068,20191129,22552,538,France|France|Europe,Internet,1,21.49,21.49,8.04,13.45,0.0000
SO61069 - 1,SO61069,20191129,25648,530,France|France|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61070 - 1,SO61070,20191129,28454,541,Germany|Germany|Europe,Internet,1,28.99,28.99,10.84,18.15,0.0000
SO61070 - 2,SO61070,20191129,28454,530,Germany|Germany|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61070 - 3,SO61070,20191129,28454,487,Germany|Germany|Europe,Internet,1,54.99,54.99,20.57,34.42,0.0000
SO61071 - 1,SO61071,20191129,11847,537,Northwest|United States|North America,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO61071 - 2,SO61071,20191129,11847,528,Northwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61071 - 3,SO61071,20191129,11847,217,Northwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61072 - 1,SO61072,20191129,12511,225,France|France|Europe,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO61073 - 1,SO61073,20191129,14578,588,Canada|Canada|North America,Internet,1,769.49,769.49,419.78,349.71,0.0000
SO61073 - 2,SO61073,20191129,14578,225,Canada|Canada|North America,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO61073 - 3,SO61073,20191129,14578,476,Canada|Canada|North America,Internet,1,69.99,69.99,26.18,43.81,0.0000
SO61074 - 1,SO61074,20191129,11813,353,Northwest|United States|North America,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO61074 - 2,SO61074,20191129,11813,487,Northwest|United States|North America,Internet,1,54.99,54.99,20.57,34.42,0.0000
SO61075 - 1,SO61075,20191129,14297,361,Southwest|United States|North America,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO61075 - 2,SO61075,20191129,14297,537,Southwest|United States|North America,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO61075 - 3,SO61075,20191129,14297,528,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61076 - 1,SO61076,20191129,11955,355,Southwest|United States|North America,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO61076 - 2,SO61076,20191129,11955,487,Southwest|United States|North America,Internet,1,54.99,54.99,20.57,34.42,0.0000
SO61077 - 1,SO61077,20191129,14597,357,Canada|Canada|North America,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO61077 - 2,SO61077,20191129,14597,537,Canada|Canada|North America,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO61077 - 3,SO61077,20191129,14597,528,Canada|Canada|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61077 - 4,SO61077,20191129,14597,485,Canada|Canada|North America,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO61077 - 5,SO61077,20191129,14597,480,Canada|Canada|North America,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61078 - 1,SO61078,20191129,11250,586,United Kingdom|United Kingdom|Europe,Internet,1,742.35,742.35,461.44,280.91,0.0000
SO61078 - 2,SO61078,20191129,11250,214,United Kingdom|United Kingdom|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61078 - 3,SO61078,20191129,11250,225,United Kingdom|United Kingdom|Europe,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO61079 - 1,SO61079,20191129,19958,380,Australia|Australia|Pacific,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO61079 - 2,SO61079,20191129,19958,540,Australia|Australia|Pacific,Internet,1,32.60,32.60,12.19,20.41,0.0000
SO61079 - 3,SO61079,20191129,19958,480,Australia|Australia|Pacific,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61080 - 1,SO61080,20191129,24372,386,Australia|Australia|Pacific,Internet,1,1120.49,1120.49,713.08,407.41,0.0000
SO61080 - 2,SO61080,20191129,24372,489,Australia|Australia|Pacific,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO61081 - 1,SO61081,20191129,11445,576,Australia|Australia|Pacific,Internet,1,2384.07,2384.07,1481.94,902.13,0.0000
SO61081 - 2,SO61081,20191129,11445,479,Australia|Australia|Pacific,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO61082 - 1,SO61082,20191129,12114,576,Canada|Canada|North America,Internet,1,2384.07,2384.07,1481.94,902.13,0.0000
SO61082 - 2,SO61082,20191129,12114,479,Canada|Canada|North America,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO61083 - 1,SO61083,20191129,25396,576,Southwest|United States|North America,Internet,1,2384.07,2384.07,1481.94,902.13,0.0000
SO61083 - 2,SO61083,20191129,25396,477,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61083 - 3,SO61083,20191129,25396,479,Southwest|United States|North America,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO61084 - 1,SO61084,20191129,25430,574,Southwest|United States|North America,Internet,1,2384.07,2384.07,1481.94,902.13,0.0000
SO61084 - 2,SO61084,20191129,25430,214,Southwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61085 - 1,SO61085,20191129,22182,564,Canada|Canada|North America,Internet,1,2384.07,2384.07,1481.94,902.13,0.0000
SO61085 - 2,SO61085,20191129,22182,217,Canada|Canada|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61085 - 3,SO61085,20191129,22182,482,Canada|Canada|North America,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO61086 - 1,SO61086,20191129,24520,563,Southwest|United States|North America,Internet,1,2384.07,2384.07,1481.94,902.13,0.0000
SO61086 - 2,SO61086,20191129,24520,489,Southwest|United States|North America,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO61086 - 3,SO61086,20191129,24520,463,Southwest|United States|North America,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO61087 - 1,SO61087,20191129,24632,563,Northwest|United States|North America,Internet,1,2384.07,2384.07,1481.94,902.13,0.0000
SO61087 - 2,SO61087,20191129,24632,477,Northwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61087 - 3,SO61087,20191129,24632,479,Northwest|United States|North America,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO61087 - 4,SO61087,20191129,24632,214,Northwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61087 - 5,SO61087,20191129,24632,231,Northwest|United States|North America,Internet,1,49.99,49.99,38.49,11.50,0.0000
SO61088 - 1,SO61088,20191129,19527,388,Canada|Canada|North America,Internet,1,1120.49,1120.49,713.08,407.41,0.0000
SO61088 - 2,SO61088,20191129,19527,477,Canada|Canada|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61088 - 3,SO61088,20191129,19527,479,Canada|Canada|North America,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO61088 - 4,SO61088,20191129,19527,214,Canada|Canada|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61088 - 5,SO61088,20191129,19527,237,Canada|Canada|North America,Internet,1,49.99,49.99,38.49,11.50,0.0000
SO61089 - 1,SO61089,20191129,20191,382,Southwest|United States|North America,Internet,1,1120.49,1120.49,713.08,407.41,0.0000
SO61089 - 2,SO61089,20191129,20191,479,Southwest|United States|North America,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO61089 - 3,SO61089,20191129,20191,477,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61089 - 4,SO61089,20191129,20191,225,Southwest|United States|North America,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO61090 - 1,SO61090,20191129,16955,581,Canada|Canada|North America,Internet,1,1700.99,1700.99,1082.51,618.48,0.0000
SO61090 - 2,SO61090,20191129,16955,222,Canada|Canada|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61090 - 3,SO61090,20191129,16955,465,Canada|Canada|North America,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO61091 - 1,SO61091,20191129,17465,581,Northwest|United States|North America,Internet,1,1700.99,1700.99,1082.51,618.48,0.0000
SO61091 - 2,SO61091,20191129,17465,529,Northwest|United States|North America,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO61091 - 3,SO61091,20191129,17465,539,Northwest|United States|North America,Internet,1,24.99,24.99,9.35,15.64,0.0000
SO61091 - 4,SO61091,20191129,17465,214,Northwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61092 - 1,SO61092,20191129,22623,604,Germany|Germany|Europe,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO61092 - 2,SO61092,20191129,22623,477,Germany|Germany|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61092 - 3,SO61092,20191129,22623,479,Germany|Germany|Europe,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO61093 - 1,SO61093,20191130,11611,361,France|France|Europe,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO61094 - 1,SO61094,20191130,13595,363,France|France|Europe,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO61094 - 2,SO61094,20191130,13595,478,France|France|Europe,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO61094 - 3,SO61094,20191130,13595,477,France|France|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61095 - 1,SO61095,20191130,14185,361,France|France|Europe,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO61095 - 2,SO61095,20191130,14185,478,France|France|Europe,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO61095 - 3,SO61095,20191130,14185,477,France|France|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61095 - 4,SO61095,20191130,14185,217,France|France|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61096 - 1,SO61096,20191130,12486,361,United Kingdom|United Kingdom|Europe,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO61096 - 2,SO61096,20191130,12486,478,United Kingdom|United Kingdom|Europe,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO61096 - 3,SO61096,20191130,12486,477,United Kingdom|United Kingdom|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61097 - 1,SO61097,20191130,14773,361,France|France|Europe,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO61097 - 2,SO61097,20191130,14773,483,France|France|Europe,Internet,1,120.00,120.00,44.88,75.12,0.0000
SO61098 - 1,SO61098,20191130,16681,536,Australia|Australia|Pacific,Internet,1,29.99,29.99,11.22,18.77,0.0000
SO61098 - 2,SO61098,20191130,16681,480,Australia|Australia|Pacific,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61099 - 1,SO61099,20191130,16615,536,Australia|Australia|Pacific,Internet,1,29.99,29.99,11.22,18.77,0.0000
SO61099 - 2,SO61099,20191130,16615,528,Australia|Australia|Pacific,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61099 - 3,SO61099,20191130,16615,485,Australia|Australia|Pacific,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO61100 - 1,SO61100,20191130,24886,538,Australia|Australia|Pacific,Internet,1,21.49,21.49,8.04,13.45,0.0000
SO61100 - 2,SO61100,20191130,24886,529,Australia|Australia|Pacific,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO61100 - 3,SO61100,20191130,24886,487,Australia|Australia|Pacific,Internet,1,54.99,54.99,20.57,34.42,0.0000
SO61101 - 1,SO61101,20191130,20631,537,Australia|Australia|Pacific,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO61101 - 2,SO61101,20191130,20631,485,Australia|Australia|Pacific,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO61101 - 3,SO61101,20191130,20631,477,Australia|Australia|Pacific,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61101 - 4,SO61101,20191130,20631,478,Australia|Australia|Pacific,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO61102 - 1,SO61102,20191130,19976,538,Australia|Australia|Pacific,Internet,1,21.49,21.49,8.04,13.45,0.0000
SO61102 - 2,SO61102,20191130,19976,529,Australia|Australia|Pacific,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO61102 - 3,SO61102,20191130,19976,480,Australia|Australia|Pacific,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61103 - 1,SO61103,20191130,20155,477,Australia|Australia|Pacific,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61103 - 2,SO61103,20191130,20155,487,Australia|Australia|Pacific,Internet,1,54.99,54.99,20.57,34.42,0.0000
SO61104 - 1,SO61104,20191130,17298,528,Australia|Australia|Pacific,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61104 - 2,SO61104,20191130,17298,536,Australia|Australia|Pacific,Internet,1,29.99,29.99,11.22,18.77,0.0000
SO61104 - 3,SO61104,20191130,17298,485,Australia|Australia|Pacific,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO61104 - 4,SO61104,20191130,17298,472,Australia|Australia|Pacific,Internet,1,63.50,63.50,23.75,39.75,0.0000
SO61105 - 1,SO61105,20191130,27716,530,Australia|Australia|Pacific,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61105 - 2,SO61105,20191130,27716,480,Australia|Australia|Pacific,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61106 - 1,SO61106,20191130,13613,475,Australia|Australia|Pacific,Internet,1,69.99,69.99,26.18,43.81,0.0000
SO61107 - 1,SO61107,20191130,17068,488,Australia|Australia|Pacific,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO61108 - 1,SO61108,20191130,12665,480,Australia|Australia|Pacific,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61109 - 1,SO61109,20191130,16627,540,Australia|Australia|Pacific,Internet,1,32.60,32.60,12.19,20.41,0.0000
SO61109 - 2,SO61109,20191130,16627,480,Australia|Australia|Pacific,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61110 - 1,SO61110,20191130,17847,580,Germany|Germany|Europe,Internet,1,1700.99,1700.99,1082.51,618.48,0.0000
SO61111 - 1,SO61111,20191130,17841,591,United Kingdom|United Kingdom|Europe,Internet,1,564.99,564.99,308.22,256.77,0.0000
SO61111 - 2,SO61111,20191130,17841,485,United Kingdom|United Kingdom|Europe,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO61111 - 3,SO61111,20191130,17841,214,United Kingdom|United Kingdom|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61112 - 1,SO61112,20191130,23926,374,Germany|Germany|Europe,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO61113 - 1,SO61113,20191130,14137,589,Germany|Germany|Europe,Internet,1,769.49,769.49,419.78,349.71,0.0000
SO61113 - 2,SO61113,20191130,14137,231,Germany|Germany|Europe,Internet,1,49.99,49.99,38.49,11.50,0.0000
SO61114 - 1,SO61114,20191130,12857,361,United Kingdom|United Kingdom|Europe,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO61114 - 2,SO61114,20191130,12857,537,United Kingdom|United Kingdom|Europe,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO61114 - 3,SO61114,20191130,12857,528,United Kingdom|United Kingdom|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61115 - 1,SO61115,20191130,11519,222,Canada|Canada|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61115 - 2,SO61115,20191130,11519,237,Canada|Canada|North America,Internet,1,49.99,49.99,38.49,11.50,0.0000
SO61116 - 1,SO61116,20191130,11499,480,Southwest|United States|North America,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61116 - 2,SO61116,20191130,11499,483,Southwest|United States|North America,Internet,1,120.00,120.00,44.88,75.12,0.0000
SO61117 - 1,SO61117,20191130,13072,483,Northwest|United States|North America,Internet,1,120.00,120.00,44.88,75.12,0.0000
SO61118 - 1,SO61118,20191130,11262,530,Canada|Canada|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61118 - 2,SO61118,20191130,11262,465,Canada|Canada|North America,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO61119 - 1,SO61119,20191130,11719,529,Canada|Canada|North America,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO61119 - 2,SO61119,20191130,11719,538,Canada|Canada|North America,Internet,1,21.49,21.49,8.04,13.45,0.0000
SO61119 - 3,SO61119,20191130,11719,217,Canada|Canada|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61120 - 1,SO61120,20191130,11253,539,Canada|Canada|North America,Internet,1,24.99,24.99,9.35,15.64,0.0000
SO61120 - 2,SO61120,20191130,11253,529,Canada|Canada|North America,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO61120 - 3,SO61120,20191130,11253,217,Canada|Canada|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61121 - 1,SO61121,20191130,11253,538,Canada|Canada|North America,Internet,1,21.49,21.49,8.04,13.45,0.0000
SO61121 - 2,SO61121,20191130,11253,480,Canada|Canada|North America,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61122 - 1,SO61122,20191130,11660,528,Canada|Canada|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61122 - 2,SO61122,20191130,11660,535,Canada|Canada|North America,Internet,1,24.99,24.99,9.35,15.64,0.0000
SO61122 - 3,SO61122,20191130,11660,465,Canada|Canada|North America,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO61122 - 4,SO61122,20191130,11660,222,Canada|Canada|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61123 - 1,SO61123,20191130,25006,535,Northwest|United States|North America,Internet,1,24.99,24.99,9.35,15.64,0.0000
SO61123 - 2,SO61123,20191130,25006,528,Northwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61124 - 1,SO61124,20191130,25374,529,Southwest|United States|North America,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO61124 - 2,SO61124,20191130,25374,540,Southwest|United States|North America,Internet,1,32.60,32.60,12.19,20.41,0.0000
SO61124 - 3,SO61124,20191130,25374,222,Southwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61125 - 1,SO61125,20191130,23180,536,Northwest|United States|North America,Internet,1,29.99,29.99,11.22,18.77,0.0000
SO61125 - 2,SO61125,20191130,23180,480,Northwest|United States|North America,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61125 - 3,SO61125,20191130,23180,483,Northwest|United States|North America,Internet,1,120.00,120.00,44.88,75.12,0.0000
SO61126 - 1,SO61126,20191130,11520,536,Canada|Canada|North America,Internet,1,29.99,29.99,11.22,18.77,0.0000
SO61126 - 2,SO61126,20191130,11520,471,Canada|Canada|North America,Internet,1,63.50,63.50,23.75,39.75,0.0000
SO61127 - 1,SO61127,20191130,21368,477,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61127 - 2,SO61127,20191130,21368,478,Southwest|United States|North America,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO61128 - 1,SO61128,20191130,21452,478,Northwest|United States|North America,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO61128 - 2,SO61128,20191130,21452,477,Northwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61128 - 3,SO61128,20191130,21452,214,Northwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61129 - 1,SO61129,20191130,19654,481,Northwest|United States|North America,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO61129 - 2,SO61129,20191130,19654,475,Northwest|United States|North America,Internet,1,69.99,69.99,26.18,43.81,0.0000
SO61130 - 1,SO61130,20191130,27428,474,Canada|Canada|North America,Internet,1,69.99,69.99,26.18,43.81,0.0000
SO61130 - 2,SO61130,20191130,27428,465,Canada|Canada|North America,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO61131 - 1,SO61131,20191130,18652,225,Northwest|United States|North America,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO61131 - 2,SO61131,20191130,18652,477,Northwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61132 - 1,SO61132,20191130,14627,528,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61132 - 2,SO61132,20191130,14627,480,Southwest|United States|North America,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61133 - 1,SO61133,20191130,16932,528,United Kingdom|United Kingdom|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61133 - 2,SO61133,20191130,16932,480,United Kingdom|United Kingdom|Europe,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61134 - 1,SO61134,20191130,15459,528,Germany|Germany|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61134 - 2,SO61134,20191130,15459,485,Germany|Germany|Europe,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO61134 - 3,SO61134,20191130,15459,484,Germany|Germany|Europe,Internet,1,7.95,7.95,2.97,4.98,0.0000
SO61135 - 1,SO61135,20191130,17857,539,Germany|Germany|Europe,Internet,1,24.99,24.99,9.35,15.64,0.0000
SO61136 - 1,SO61136,20191130,16186,528,France|France|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61136 - 2,SO61136,20191130,16186,535,France|France|Europe,Internet,1,24.99,24.99,9.35,15.64,0.0000
SO61136 - 3,SO61136,20191130,16186,214,France|France|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61137 - 1,SO61137,20191130,12498,528,Germany|Germany|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61137 - 2,SO61137,20191130,12498,537,Germany|Germany|Europe,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO61138 - 1,SO61138,20191130,19822,485,Canada|Canada|North America,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO61138 - 2,SO61138,20191130,19822,478,Canada|Canada|North America,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO61138 - 3,SO61138,20191130,19822,477,Canada|Canada|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61139 - 1,SO61139,20191130,16282,485,United Kingdom|United Kingdom|Europe,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO61139 - 2,SO61139,20191130,16282,480,United Kingdom|United Kingdom|Europe,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61140 - 1,SO61140,20191130,16042,535,France|France|Europe,Internet,1,24.99,24.99,9.35,15.64,0.0000
SO61141 - 1,SO61141,20191130,28546,475,France|France|Europe,Internet,1,69.99,69.99,26.18,43.81,0.0000
SO61141 - 2,SO61141,20191130,28546,228,France|France|Europe,Internet,1,49.99,49.99,38.49,11.50,0.0000
SO61142 - 1,SO61142,20191130,24857,477,United Kingdom|United Kingdom|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61143 - 1,SO61143,20191130,13688,535,United Kingdom|United Kingdom|Europe,Internet,1,24.99,24.99,9.35,15.64,0.0000
SO61143 - 2,SO61143,20191130,13688,480,United Kingdom|United Kingdom|Europe,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO61144 - 1,SO61144,20191130,19272,225,France|France|Europe,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO61144 - 2,SO61144,20191130,19272,477,France|France|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61145 - 1,SO61145,20191130,18040,536,France|France|Europe,Internet,1,29.99,29.99,11.22,18.77,0.0000
SO61145 - 2,SO61145,20191130,18040,528,France|France|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61145 - 3,SO61145,20191130,18040,486,France|France|Europe,Internet,1,159.00,159.00,59.47,99.53,0.0000
SO61146 - 1,SO61146,20191130,12956,528,Northeast|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61146 - 2,SO61146,20191130,12956,537,Northeast|United States|North America,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO61146 - 3,SO61146,20191130,12956,217,Northeast|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61146 - 4,SO61146,20191130,12956,465,Northeast|United States|North America,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO61147 - 1,SO61147,20191130,12146,528,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO61147 - 2,SO61147,20191130,12146,537,Southwest|United States|North America,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO61147 - 3,SO61147,20191130,12146,217,Southwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO61147 - 4,SO61147,20191130,12146,465,Southwest|United States|North America,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO61148 - 1,SO61148,20191130,12933,537,Southwest|United States|North America,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO61148 - 2,SO61148,20191130,12933,528,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
